<DTYYYYMMDD>,<SIGNAL>,<OPEN>,<FACTOR>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<FEE>,<FINALPRICE>
20150116,1,388,,388,385,385,8,85.09,299.92
20150119,-1,390,,390,388,388,4,92.73,480.73
20150120,-1,387.95,,397.9,386,395,133,94.41,489.41
20150121,-1,391,,391,391,391,20,93.45,484.45
20150122,1,394,,394,386,386,6,85.31,300.69
20150123,1,386,,386,386,386,7,85.31,300.69
20150126,1,386,,386,380.1,382,40,84.42,297.58
20150127,1,383,,383,382,382,29,84.42,297.58
20150129,-1,386,,390,380.45,390,133,93.21,483.21
20150130,1,381.5,,381.5,378,379,139,83.76,295.24
20150202,1,379,,382.05,379,382.05,24,84.43,297.62
20150203,-1,380,,392.45,380,392.45,21,93.8,486.25
20150204,-1,392.25,,392.25,392.25,392.25,1,93.75,486
20150205,-1,389,,394.5,389,394.5,27,94.29,488.79
20150206,1,388,,390,387,387,130,85.53,301.47
20150209,-1,390,,390,390,390,6,93.21,483.21
20150210,-1,394.4,,394.4,390,390,40,93.21,483.21
20150211,1,387,,388,387,387,82,85.53,301.47
20150212,-1,390,,390,390,390,20,93.21,483.21
20150213,1,390,,390,382.9,382.9,22,84.62,298.28
20150216,1,388.95,,388.95,383.15,383.3,14,84.71,298.59
20150217,1,381,,381.05,381,381.05,51,84.21,296.84
20150218,1,385,,385,383.3,383.3,16,84.71,298.59
20150219,1,385,,385,385,385,1,85.09,299.92
20150220,1,385,,385,385,385,2,85.09,299.92
20150223,-1,387,,387,387,387,5,92.49,479.49
20150224,-1,390,,390,390,390,2,93.21,483.21
20150225,-1,382.1,,386.95,382.1,386.95,78,92.48,479.43
20150226,-1,383,,387,382.1,387,23,92.49,479.49
20150227,1,385,,385,383,384.8,20,85.04,299.76
20150302,1,385,,385,382,382,112,84.42,297.58
20150303,1,382,,382.5,382,382.5,24,84.53,297.97
20150304,-1,385,,385,385,385,39,92.02,477.02
20150305,1,385,,385,381,381,70,84.2,296.8
20150306,-1,384.6,,385,384.6,385,14,92.02,477.02
20150309,-1,384.2,,384.5,384.2,384.5,4,91.9,476.4
20150310,1,385,,385,384.2,384.2,14,84.91,299.29
20150313,1,382,,382,380,380,53,83.98,296.02
20150316,1,385,,385,380.1,380.1,46,84,296.1
20150317,1,380.1,,382,380,380,209,83.98,296.02
20150319,-1,380.1,,385,380.1,385,11,92.02,477.02
20150320,1,385,,385,381.5,381.5,13,84.31,297.19
20150323,1,381.9,,381.9,380.5,380.5,12,84.09,296.41
20150324,1,380.5,,380.5,379.6,379.6,81,83.89,295.71
20150325,1,379.6,,380.5,379.6,380.5,44,84.09,296.41
20150326,1,384,,384,380,380,30,83.98,296.02
20150327,1,380,,380,380,380,2,83.98,296.02
20150330,-1,380,,382,379.7,382,15,91.3,473.3
20150331,1,379.7,,379.7,379.7,379.7,4,83.91,295.79
20150401,1,380.05,,380.05,380,380,13,83.98,296.02
20150402,1,380,,380,380,380,50,83.98,296.02
20150407,1,378.5,,380,378.5,380,38,83.98,296.02
20150408,1,377.5,,377.5,375,375,68,82.88,292.13
20150409,1,375,,375,375,375,13,82.88,292.13
20150410,1,378.05,,378.05,378.05,378.05,5,83.55,294.5
20150413,1,378.05,,378.05,378.05,378.05,26,83.55,294.5
20150414,-1,379,,379,379,379,28,90.58,469.58
20150415,-1,379,,379,379,379,20,90.58,469.58
20150416,-1,380,,380,379,379,41,90.58,469.58
20150417,-1,379,,379,379,379,44,90.58,469.58
20150420,-1,379,,379,379,379,6,90.58,469.58
20150421,1,378.1,,378.2,378.1,378.2,41,83.58,294.62
20150422,-1,382,,382,382,382,6,91.3,473.3
20150423,-1,382,,382,382,382,48,91.3,473.3
20150424,-1,382,,382,382,382,56,91.3,473.3
20150427,1,378.4,,378.4,378.4,378.4,38,83.63,294.77
20150428,-1,380,,380,380,380,26,90.82,470.82
20150429,-1,381,,381,381,381,31,91.06,472.06
20150430,-1,381,,382,381,382,76,91.3,473.3
20150504,-1,382,,382,382,382,11,91.3,473.3
20150505,1,381.5,,381.5,380.05,380.05,16,83.99,296.06
20150506,-1,381.9,,382,381.9,382,33,91.3,473.3
20150507,-1,382,,382,381.5,381.5,41,91.18,472.68
20150508,-1,382,,382,382,382,18,91.3,473.3
20150511,1,380.5,,380.5,380.5,380.5,4,84.09,296.41
20150512,-1,382,,382,382,382,84,91.3,473.3
20150513,-1,382,,382,382,382,6,91.3,473.3
20150514,-1,382.5,,384,382.5,384,228,91.78,475.78
20150515,-1,386.45,,386.45,386,386,256,92.25,478.25
20150518,-1,384,,384,384,384,289,91.78,475.78
20150519,-1,386,,386,384.5,384.5,83,91.9,476.4
20150520,-1,385,,385,385,385,210,92.02,477.02
20150521,-1,385,,385,385,385,35,92.02,477.02
20150525,-1,385.9,,385.9,385,385,35,92.02,477.02
20150526,-1,384.95,,385,384.95,385,38,92.02,477.02
20150527,1,383,,383,383,383,9,84.64,298.36
20150528,1,380,,380,380,380,25,83.98,296.02
20150529,-1,380,,384,380,384,42,91.78,475.78
20150601,1,382,,382,382,382,8,84.42,297.58
20150602,1,380,,380,380,380,56,83.98,296.02
20150603,1,380,,380,380,380,24,83.98,296.02
20150605,1,378,,380,378,380,12,83.98,296.02
20150608,1,380,,380,380,380,4,83.98,296.02
20150609,1,378,,378,378,378,34,83.54,294.46
20150610,1,378,,379.15,378,379.15,399,83.79,295.36
20150611,-1,383,,383,383,383,103,91.54,474.54
20150612,-1,383,,383,383,383,185,91.54,474.54
20150615,-1,384.05,,384.05,384,384,39,91.78,475.78
20150616,1,382,,382,378,378,87,83.54,294.46
20150617,1,380.5,,380.5,368,368,98,81.33,286.67
20150618,1,369,,369,369,369,10,81.55,287.45
20150619,1,369,,369,359.1,359.1,15,79.36,279.74
20150622,1,378.95,,378.95,360,360,14,79.56,280.44
20150626,1,361,,361,361,361,17,79.78,281.22
20150629,-1,375,,375,375,375,50,89.63,464.63
20150630,-1,374,,374,374,374,13,89.39,463.39
20150701,1,350,,350,350,350,343,77.35,272.65
20150702,1,350,,350,350,350,93,77.35,272.65
20150703,1,351,,351,350,350,32,77.35,272.65
20150706,1,356,,356,356,356,5,78.68,277.32
20150707,1,358,,358,358,358,60,79.12,278.88
20150708,1,358,,358,358,358,35,79.12,278.88
20150709,1,350.1,,350.1,350.1,350.1,5,77.37,272.73
20150710,-1,360,,360,360,360,103,86.04,446.04
20150713,-1,365,,365,365,365,11,87.24,452.24
20150714,-1,367,,367,367,367,1,87.71,454.71
20150715,1,360,,360,360,360,22,79.56,280.44
20150716,1,365,,365,360,360,6,79.56,280.44
20150717,1,360,,360,360,360,16,79.56,280.44
20150720,1,358,,358,358,358,6,79.12,278.88
20150721,1,350,,350,350,350,20,77.35,272.65
20150722,1,350,,350,350,350,23,77.35,272.65
20150723,1,359,,359,350,350,38,77.35,272.65
20150724,1,350,,350,347,347,26,76.69,270.31
20150727,1,350,,350,350,350,18,77.35,272.65
20150728,1,340,,350,340,350,592,77.35,272.65
20150729,1,350,,350,350,350,13,77.35,272.65
20150731,-1,355,,355,355,355,208,84.85,439.85
20150803,-1,360,,365,360,365,70,87.24,452.24
20150804,-1,370,,370,370,370,113,88.43,458.43
20150805,-1,369,,370,369,370,332,88.43,458.43
20150806,-1,370,,370,370,370,405,88.43,458.43
20150807,-1,365,,370,365,370,705,88.43,458.43
20150810,-1,371.05,,371.05,371.05,371.05,272,88.68,459.73
20150811,-1,371.1,,373,371.1,373,1519,89.15,462.15
20150812,-1,373,,373,373,373,1530,89.15,462.15
20150813,-1,373,,373,373,373,14,89.15,462.15
20150814,1,360.1,,360.1,360.1,360.1,32,79.58,280.52
20150817,-1,370,,370,370,370,40,88.43,458.43
20150818,-1,370,,370,370,370,18,88.43,458.43
20150819,1,365,,365,365,365,21,80.67,284.34
20150821,1,365,,365,365,365,304,80.67,284.34
20150824,1,365,,365,365,365,78,80.67,284.34
20150825,1,365,,365,365,365,173,80.67,284.34
20150826,-1,366.1,,370,366.1,370,68,88.43,458.43
20150827,-1,370,,370,370,370,76,88.43,458.43
20150828,-1,370,,370,370,370,1030,88.43,458.43
20150831,-1,370,,370,370,370,20,88.43,458.43
20150901,-1,370,,370,370,370,435,88.43,458.43
20150902,1,365,,365,365,365,21,80.67,284.34
20150904,1,365,,365,365,365,1,80.67,284.34
20150907,1,365,,365,365,365,34,80.67,284.34
20150908,-1,370,,370,370,370,581,88.43,458.43
20150910,-1,370,,372,370,372,11,88.91,460.91
20150911,-1,374.95,,374.95,374.95,374.95,41,89.61,464.56
20150914,-1,370,,375,370,375,47,89.63,464.63
20150916,-1,377.45,,377.95,377.45,377.95,34,90.33,468.28
20150917,-1,378.1,,380,378.1,380,170,90.82,470.82
20150918,-1,380,,380,380,380,91,90.82,470.82
20150921,-1,380,,380,380,380,144,90.82,470.82
20150922,-1,380,,380,380,380,35,90.82,470.82
20150923,-1,380,,380,380,380,13,90.82,470.82
20150924,-1,380,,380,380,380,24,90.82,470.82
20150925,-1,380.25,,380.25,380.25,380.25,11,90.88,471.13
20150928,-1,380.25,,381.5,380.25,381.5,8,91.18,472.68
20150929,-1,381.5,,382,381.5,382,10,91.3,473.3
20150930,-1,384.95,,386.1,384.95,386.1,82,92.28,478.38
20151001,1,392,,392,364.25,373.85,504,82.62,291.23
20151002,-1,385.9,,392.5,384.45,390,114,93.21,483.21
20151005,-1,390,,395,390,394.5,69,94.29,488.79
20151006,-1,394,,395,394,395,124,94.41,489.41
20151007,-1,394.95,,395,394,394,123,94.17,488.17
20151008,-1,394,,400,394,399.5,280,95.48,494.98
20151009,-1,398.95,,399.5,398.95,399,35,95.36,494.36
20151012,-1,398.05,,398.05,398.05,398.05,5,95.13,493.18
20151013,-1,397,,397,397,397,2,94.88,491.88
20151014,-1,399.5,,400,396,398,162,95.12,493.12
20151015,-1,397,,399.95,395,399.95,156,95.59,495.54
20151019,-1,400,,400,400,400,76,95.6,495.6
20151020,-1,402.5,,405,402.5,405,47,96.8,501.8
20151021,-1,402.5,,405,402.5,405,12,96.8,501.8
20151022,-1,400,,400,400,400,10,95.6,495.6
20151023,-1,399,,400,399,400,15,95.6,495.6
20151026,1,395.3,,399,395,399,22,88.18,310.82
20151028,-1,400,,419,400,416,226,99.42,515.42
20151029,-1,415,,415,410,410,122,97.99,507.99
20151030,-1,410,,415,410,415,47,99.19,514.19
20151102,-1,410,,410,410,410,13,97.99,507.99
20151103,-1,410,,410,410,410,12,97.99,507.99
20151104,-1,410,,415,410,415,23,99.19,514.19
20151105,-1,410,,410,404.2,409,156,97.75,506.75
20151109,-1,410,,410,410,410,39,97.99,507.99
20151110,1,403,,403,403,403,92,89.06,313.94
20151112,-1,408,,408,408,408,20,97.51,505.51
20151113,1,400,,405,398.3,405,47,89.51,315.5
20151116,1,398.25,,398.25,397,398,11,87.96,310.04
20151117,1,398,,398,390,397,11,87.74,309.26
20151119,1,396,,398,396,397,16,87.74,309.26
20151120,1,397.5,,397.5,396,396,31,87.52,308.48
20151124,1,393.5,,393.5,381.1,390,42,86.19,303.81
20151125,1,383.1,,383.1,383.1,383.1,4,84.67,298.43
20151126,1,383.1,,393.9,380,393.9,202,87.05,306.85
20151127,1,393,,393,380,388,13,85.75,302.25
20151130,1,390,,390,390,390,6,86.19,303.81
20151201,1,391.95,,391.95,380,380,108,83.98,296.02
20151202,1,380,,381,380,381,82,84.2,296.8
20151203,1,381.1,,381.1,381.1,381.1,2,84.22,296.88
20151204,1,382,,382.5,381,382,63,84.42,297.58
20151207,1,381,,382,381,382,19,84.42,297.58
20151208,1,382,,382,380,380,284,83.98,296.02
20151209,1,381,,381,380,380,81,83.98,296.02
20151210,-1,385,,386,383,384,39,91.78,475.78
20151211,1,384,,384,380.1,380.1,45,84,296.1
20151214,-1,380.1,,384.5,380.1,384.5,14,91.9,476.4
20151215,-1,385,,385,384.95,385,51,92.02,477.02
20151216,-1,380,,385,380,385,34,92.02,477.02
20151217,-1,385,,385,384,385,16,92.02,477.02
20151218,1,381,,384,380,384,132,84.86,299.14
20151221,-1,385,,390,382,390,252,93.21,483.21
20151222,-1,381.1,,390,381.1,387.2,28,92.54,479.74
20151223,-1,383.1,,393,383.1,393,33,93.93,486.93
20151228,1,382.15,,387,382.15,386,139,85.31,300.69
20151229,1,386.4,,386.4,384.5,384.5,19,84.97,299.53
20151230,-1,385,,386.5,383,386.5,158,92.37,478.87
20160104,-1,387,,387,387,387,4,92.49,479.49
20160105,-1,384,,389.5,384,389.5,58,93.09,482.59
20160107,1,389.5,,389.5,387,387,121,85.53,301.47
20160111,1,384,,387,384,387,11,85.53,301.47
20160112,1,386.9,,389,383.5,383.5,16,84.75,298.75
20160113,-1,389,,389.5,386,389.5,60,93.09,482.59
20160115,-1,383.5,,389,383.5,389,17,92.97,481.97
20160118,1,389,,389.5,381.5,382,49,84.42,297.58
20160119,1,382,,382,381,381,17,84.2,296.8
20160120,-1,382,,389.5,380,389.5,62,93.09,482.59
20160121,-1,389.4,,389.5,389.4,389.5,30,93.09,482.59
20160122,-1,388.5,,388.5,388.5,388.5,3,92.85,481.35
20160125,-1,385,,389.5,385,389.5,75,93.09,482.59
20160126,-1,388.95,,388.95,388.95,388.95,3,92.96,481.91
20160127,-1,384,,388,380.1,388,33,92.73,480.73
20160129,-1,388,,389.5,388,389.5,125,93.09,482.59
20160201,1,389,,389.5,385,385,17,85.09,299.92
20160202,-1,389,,389,389,389,12,92.97,481.97
20160203,-1,389,,389,389,389,8,92.97,481.97
20160204,-1,389,,389.5,389,389.5,25,93.09,482.59
20160205,1,389.5,,389.5,380,380,45,83.98,296.02
20160208,-1,387.9,,388,387.9,388,3,92.73,480.73
20160209,-1,388,,389.5,384.5,389.5,30,93.09,482.59
20160210,-1,389.5,,389.5,389.5,389.5,160,93.09,482.59
20160211,-1,389.5,,389.5,389,389.5,52,93.09,482.59
20160212,-1,389.5,,389.5,386,389.5,39,93.09,482.59
20160215,-1,389.4,,389.4,389.4,389.4,8,93.07,482.47
20160216,1,389.4,,389.4,385.2,387.3,17,85.59,301.71
20160217,1,384.55,,387.3,384.55,387.3,13,85.59,301.71
20160218,1,385.1,,389.5,382,386,59,85.31,300.69
20160219,-1,386,,389.5,386,389.5,37,93.09,482.59
20160222,-1,388.5,,389.5,387.5,389,62,92.97,481.97
20160223,-1,389.5,,389.5,382.1,389.5,150,93.09,482.59
20160224,1,389.5,,389.5,388,388.1,158,85.77,302.33
20160225,-1,389.5,,390,389.5,390,122,93.21,483.21
20160226,-1,390,,399.5,390,399.5,128,95.48,494.98
20160229,-1,400,,405,400,400,27,95.6,495.6
20160301,-1,402.5,,415,402.5,411.5,110,98.35,509.85
20160302,-1,410,,420,410,420,225,100.38,520.38
20160303,-1,420,,420,420,420,45,100.38,520.38
20160304,-1,420,,421,420,420,224,100.38,520.38
20160307,-1,423.9,,423.9,420.5,420.5,28,100.5,521
20160308,-1,420,,420,420,420,5,100.38,520.38
20160309,-1,407.4,,412.5,400,412.5,143,98.59,511.09
20160310,-1,412.45,,413,412.4,413,67,98.71,511.71
20160311,-1,415,,416,415,416,87,99.42,515.42
20160314,-1,415,,420,413.5,420,105,100.38,520.38
20160315,-1,419,,448,419,430,330,102.77,532.77
20160316,-1,432,,435,430,430,29,102.77,532.77
20160317,-1,430,,435,430,430,38,102.77,532.77
20160318,-1,435,,445,431,441,141,105.4,546.4
20160321,-1,441,,441,425.5,435,14,103.97,538.97
20160322,-1,435,,440,435,435,38,103.97,538.97
20160323,-1,435,,435,435,435,10,103.97,538.97
20160324,-1,433,,443.95,413,438,164,104.68,542.68
20160329,-1,439,,444,439,443.7,66,106.04,549.74
20160330,-1,443.85,,444,425,439,407,104.92,543.92
20160331,-1,431,,444,431,444,135,106.12,550.12
20160401,-1,443,,449.8,440.05,446.8,403,106.79,553.59
20160404,-1,446,,450.05,446,449.95,274,107.54,557.49
20160405,-1,449.9,,450,445,449,405,107.31,556.31
20160406,-1,449,,454.5,449,450,54,107.55,557.55
20160407,-1,450,,453.85,450,450,62,107.55,557.55
20160408,-1,450,,453.9,445.1,445.1,21,106.38,551.48
20160411,1,451.7,,455,437.25,437.25,143,96.63,340.62
20160412,1,432.25,,439,428,435,108,96.14,338.87
20160413,1,435,,438,432.85,432.85,81,95.66,337.19
20160414,1,435,,435,430,430,163,95.03,334.97
20160415,-1,435,,446.6,435,446.6,69,106.74,553.34
20160418,-1,446.8,,446.8,444,445.1,50,106.38,551.48
20160419,-1,445.1,,447,444,446.75,144,106.77,553.52
20160420,-1,447,,448.8,445,445,61,106.36,551.36
20160421,-1,445.05,,448,440,448,99,107.07,555.07
20160422,-1,449,,455,446,455,233,108.75,563.75
20160425,-1,455.1,,461,455,457.1,437,109.25,566.35
20160426,-1,464.5,,464.75,458,461,294,110.18,571.18
20160427,1,451,,451,439,439,174,97.02,341.98
20160428,1,435,,440,435,440,20,97.24,342.76
20160429,1,435,,436,416,425,197,93.93,331.08
20160502,1,420,,420.5,401,417,179,92.16,324.84
20160504,1,415,,418,405,418,167,92.38,325.62
20160505,1,420,,425,420,425,52,93.93,331.08
20160509,1,425,,425,425,425,20,93.93,331.08
20160511,1,425.5,,425.5,425,425,10,93.93,331.08
20160512,1,425,,425,425,425,16,93.93,331.08
20160513,-1,430,,430,430,430,4,102.77,532.77
20160516,-1,430,,430,425,430,55,102.77,532.77
20160517,-1,432.9,,432.9,432.9,432.9,19,103.46,536.36
20160518,1,431.9,,431.9,426.25,427,30,94.37,332.63
20160519,1,427,,433,412,425,235,93.93,331.08
20160520,-1,430,,440,430,438,329,104.68,542.68
20160523,-1,440,,440,440,440,34,105.16,545.16
20160524,-1,449.95,,450,442,442,536,105.64,547.64
20160525,-1,442,,445,440,445,88,106.36,551.36
20160527,-1,444,,445,444,445,20,106.36,551.36
20160530,-1,439,,440,421.1,440,47,105.16,545.16
20160531,-1,444,,445,442,442,34,105.64,547.64
20160601,1,443,,443,438,438,43,96.8,341.2
20160602,-1,439,,449,439,448,34,107.07,555.07
20160603,1,432.5,,445,432.5,440,218,97.24,342.76
20160606,1,440,,445,440,440,55,97.24,342.76
20160607,-1,444,,445,443,445,67,106.36,551.36
20160608,-1,444,,444,444,444,20,106.12,550.12
20160609,1,440.15,,444,440,440,206,97.24,342.76
20160610,1,440.1,,440.1,440,440,100,97.24,342.76
20160613,1,440,,440,440,440,26,97.24,342.76
20160614,-1,438,,441,438,441,226,105.4,546.4
20160615,1,445,,455,440,440,237,97.24,342.76
20160616,1,440,,440,438,438,8,96.8,341.2
20160617,1,438,,440,437.5,440,149,97.24,342.76
20160621,1,444,,444,437,440,268,97.24,342.76
20160622,1,440,,440,440,440,5,97.24,342.76
20160623,-1,444,,444,444,444,26,106.12,550.12
20160624,1,437,,437.05,435,435,95,96.14,338.87
20160628,-1,449.5,,455,436,450,55,107.55,557.55
20160629,-1,445,,445,437.7,445,34,106.36,551.36
20160701,-1,446,,450,446,450,5,107.55,557.55
20160704,-1,450,,450,445,445,4,106.36,551.36
20160705,-1,445,,450,445,450,19,107.55,557.55
20160706,-1,450,,450,450,450,7,107.55,557.55
20160707,-1,449.75,,449.75,449.75,449.75,1,107.49,557.24
20160708,1,447,,447,440.1,445,21,98.35,346.66
20160711,1,445,,445,438,438,131,96.8,341.2
20160712,-1,447,,447,447,447,2,106.83,553.83
20160713,-1,447,,447,447,447,23,106.83,553.83
20160715,1,445,,445,445,445,1,98.35,346.66
20160718,1,447,,447,442,442,19,97.68,344.32
20160720,1,441,,441,439,439,9,97.02,341.98
20160721,1,440,,440,440,440,2,97.24,342.76
20160722,1,441,,441,438.1,438.1,2,96.82,341.28
20160725,1,438.9,,440,438.9,440,31,97.24,342.76
20160726,-1,443,,443,443,443,1,105.88,548.88
20160728,-1,440,,445,440,445,11,106.36,551.36
20160729,-1,445,,460,445,460,198,109.94,569.94
20160801,1,458,,460,444,445,128,98.35,346.66
20160802,1,444,,449,430,430,355,95.03,334.97
20160803,1,431,,431,430,430,103,95.03,334.97
20160804,1,430,,430,390,425,228,93.93,331.08
20160805,1,425,,425,416,420,149,92.82,327.18
20160808,1,434.9,,434.9,418,424.85,64,93.89,330.96
20160809,1,420,,420,405,415,102,91.72,323.29
20160810,1,415.5,,418,414,418,54,92.38,325.62
20160811,-1,450,,450,420,429.5,122,102.65,532.15
20160812,-1,420,,435,420,435,118,103.97,538.97
20160816,-1,435,,439.9,432,432,32,103.25,535.25
20160818,-1,432,,432,431,431,17,103.01,534.01
20160819,-1,431,,431,431,431,16,103.01,534.01
20160822,1,422,,423.5,420,423.5,12,93.59,329.91
20160823,1,430,,430,420.1,420.1,62,92.84,327.26
20160824,-1,428,,431,419.5,430,348,102.77,532.77
20160825,1,430,,430,420.4,422,25,93.26,328.74
20160826,-1,422.5,,430,410,430,252,102.77,532.77
20160829,1,418,,420,410,420,141,92.82,327.18
20160830,1,420,,427,411.1,420,39,92.82,327.18
20160831,1,415.1,,415.1,415,415,13,91.72,323.29
20160901,1,415.05,,419.95,415,419.85,19,92.79,327.06
20160902,1,419.8,,420,415,415,20,91.72,323.29
20160905,1,419.9,,420,419.9,420,39,92.82,327.18
20160906,1,423,,423,416.5,416.5,23,92.05,324.45
20160907,1,420,,424,420,420,9,92.82,327.18
20160908,1,416.5,,416.5,415,415,20,91.72,323.29
20160912,-1,420,,423,412.5,423,45,101.1,524.1
20160913,-1,423.9,,425,423.9,425,61,101.58,526.58
20160914,1,425,,425,420,420,22,92.82,327.18
20160915,-1,427,,427,425,425,14,101.58,526.58
20160916,-1,424,,424,424,424,1,101.34,525.34
20160919,-1,427,,430,425,427.1,83,102.08,529.18
20160920,-1,425.1,,425.1,416.5,425,89,101.58,526.58
20160921,-1,425,,435.6,425,434,31,103.73,537.73
20160922,-1,428,,446,428,436,56,104.2,540.2
20160923,-1,437,,441.9,430,430,34,102.77,532.77
20160926,-1,438,,438,431,438,8,104.68,542.68
20160927,-1,435,,439.9,425,430,50,102.77,532.77
20160928,-1,426.05,,439,426.05,436,8,104.2,540.2
20160929,-1,439,,440,438,438,177,104.68,542.68
20160930,1,432,,432,432,432,11,95.47,336.53
20161003,-1,436,,436,436,436,6,104.2,540.2
20161004,-1,436,,436,436,436,39,104.2,540.2
20161005,1,430,,431,430,431,45,95.25,335.75
20161006,1,430,,430,428,428,50,94.59,333.41
20161007,1,432,,432,432,432,18,95.47,336.53
20161010,-1,435,,435,435,435,64,103.97,538.97
20161011,-1,435,,435,435,435,17,103.97,538.97
20161012,1,435,,435,430,430,38,95.03,334.97
20161013,-1,435,,437,435,437,105,104.44,541.44
20161014,-1,430.15,,433.5,430.15,433.5,20,103.61,537.11
20161017,-1,430.05,,470,430.05,450.55,625,107.68,558.23
20161018,-1,449,,451,449,451,91,107.79,558.79
20161019,-1,450,,450,446,446,4,106.59,552.59
20161020,-1,442.1,,447,442.1,447,30,106.83,553.83
20161021,-1,447,,455,445,455,107,108.75,563.75
20161024,-1,453.95,,456,451.1,451.1,106,107.81,558.91
20161025,-1,453,,455,453,455,15,108.75,563.75
20161026,1,453.05,,453.05,439,440,172,97.24,342.76
20161027,1,440,,440,435,435.2,106,96.18,339.02
20161028,1,440,,440,436.5,440,31,97.24,342.76
20161031,-1,444.8,,444.8,444.8,444.8,15,106.31,551.11
20161102,-1,444.8,,445,444.8,445,12,106.36,551.36
20161103,1,445,,445,436.3,442.4,28,97.77,344.63
20161104,-1,440,,449,440,449,209,107.31,556.31
20161107,-1,449,,449,440.3,448,29,107.07,555.07
20161108,1,437,,437,437,437,18,96.58,340.42
20161109,1,435,,437,435,437,8,96.58,340.42
20161110,-1,443.95,,443.95,443.95,443.95,1,106.1,550.05
20161114,1,443.95,,443.95,435,435,7,96.14,338.87
20161115,1,435,,435,430.5,435,90,96.14,338.87
20161116,1,440,,440,440,440,7,97.24,342.76
20161117,1,439.9,,439.9,439.9,439.9,5,97.22,342.68
20161118,1,439.9,,439.9,435,435.1,40,96.16,338.94
20161121,1,439.8,,439.8,430,430.1,36,95.05,335.05
20161122,1,430.1,,430.1,430,430.1,40,95.05,335.05
20161123,1,430,,435,430,430.1,25,95.05,335.05
20161124,1,430.1,,430.1,430.1,430.1,10,95.05,335.05
20161125,-1,435,,435,430.1,435,18,103.97,538.97
20161128,-1,435,,435,435,435,13,103.97,538.97
20161129,-1,438,,438,438,438,1,104.68,542.68
20161130,1,439,,439,431,431,26,95.25,335.75
20161205,-1,436,,439,436,439,15,104.92,543.92
20161206,-1,439,,439,435.5,435.5,11,104.08,539.58
20161207,-1,437,,440,437,440,47,105.16,545.16
20161208,-1,440,,440,438,438,39,104.68,542.68
20161209,-1,438.4,,438.4,438,438,13,104.68,542.68
20161212,-1,438,,438,438,438,17,104.68,542.68
20161213,-1,438,,438,438,438,3,104.68,542.68
20161214,-1,438,,438,438,438,5,104.68,542.68
20161215,-1,438,,438,435,438,8,104.68,542.68
20161216,-1,438,,438,438,438,3,104.68,542.68
20161219,-1,437.5,,438,435,438,38,104.68,542.68
20161220,-1,435,,438,435,438,35,104.68,542.68
20161221,-1,439,,440,439,440,21,105.16,545.16
20161222,1,438.5,,438.5,438,438,20,96.8,341.2
20161227,1,435,,437,435,436,48,96.36,339.64
20161228,-1,440,,444.5,436,444.5,18,106.24,550.74
20161229,-1,444.5,,444.5,444.5,444.5,20,106.24,550.74
20161230,-1,443,,443,443,443,2,105.88,548.88
20170102,1,443.1,,443.1,439.75,440,25,97.24,342.76
20170103,-1,436,,449,436,449,42,107.31,556.31
20170104,1,443,,446,440,440,23,97.24,342.76
20170105,1,445,,445,436,436,7,96.36,339.64
20170109,-1,440,,450,438,450,65,107.55,557.55
20170110,-1,445.5,,448,440,448,15,107.07,555.07
20170111,-1,441,,449,441,449,32,107.31,556.31
20170112,-1,449.9,,449.9,445,449.9,10,107.53,557.43
20170116,1,445,,445,445,445,7,98.35,346.66
20170117,1,442,,442.5,440,442.5,121,97.79,344.71
20170118,1,442.5,,442.5,441,441,10,97.46,343.54
20170120,-1,435,,446,435,446,90,106.59,552.59
20170123,1,445,,445,441.05,441.05,11,97.47,343.58
20170124,-1,445,,445,445,445,1,106.36,551.36
20170125,-1,443.5,,445,443.5,445,8,106.36,551.36
20170126,-1,445,,449,441,449,57,107.31,556.31
20170127,-1,448,,450,448,450,49,107.55,557.55
20170130,-1,450,,450,442,449,10,107.31,556.31
20170131,1,442.5,,443,442,443,19,97.9,345.1
20170201,1,442.5,,448.5,442.5,444,19,98.12,345.88
20170202,1,445,,445,444,444,2,98.12,345.88
20170203,1,445,,445,442,442,15,97.68,344.32
20170206,-1,449,,449,443.5,449,6,107.31,556.31
20170208,-1,446,,448.5,446,448.5,14,107.19,555.69
20170209,1,448,,448,446,446,22,98.57,347.43
20170210,-1,446.9,,446.9,446.9,446.9,81,106.81,553.71
20170213,-1,446.9,,448,446.9,447,114,106.83,553.83
20170214,1,447,,447,443,443,16,97.9,345.1
20170215,1,443.1,,444,443.1,444,4,98.12,345.88
20170216,-1,448,,448,445,447,37,106.83,553.83
20170217,1,444.1,,444.4,444.1,444.4,16,98.21,346.19
20170220,-1,448.5,,448.5,448.5,448.5,2,107.19,555.69
20170221,-1,448,,448.5,448,448.5,43,107.19,555.69
20170223,-1,448,,448,444.2,448,43,107.07,555.07
20170224,-1,448,,448,448,448,66,107.07,555.07
20170227,-1,449.5,,450,449,449,32,107.31,556.31
20170228,-1,450,,458.5,448,451,142,107.79,558.79
20170301,-1,451,,454.9,451,454,25,108.51,562.51
20170302,-1,453,,454,453,454,14,108.51,562.51
20170303,-1,455,,455,454,455,61,108.75,563.75
20170306,-1,459,,459,454,454,48,108.51,562.51
20170307,-1,454,,454,454,454,6,108.51,562.51
20170308,1,454,,454,450,450,54,99.45,350.55
