<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<SIGNAL>,<FACTOR>,<FEE>,<FINALPRICE>
20140318,425,425.05,424.9,424.9,62,1,proponowana akcja sprzedaży,126.31,298.59
20140319,421,424,420.9,422,86,1,proponowana akcja sprzedaży,125.45,296.55
20140320,421,422,421,422,10,1,proponowana akcja sprzedaży,125.45,296.55
20140321,422,432.5,422,430,88,-1,proponowana akcja kupna,157.17,587.17
20140324,430,432,426,426,21,1,proponowana akcja sprzedaży,126.63,299.37
20140325,428.8,428.8,426,426,131,1,proponowana akcja sprzedaży,126.63,299.37
20140326,426,426,425,425,15,1,proponowana akcja sprzedaży,126.34,298.66
20140327,425,425,424,424,29,1,proponowana akcja sprzedaży,126.04,297.96
20140328,424,424,424,424,10,1,proponowana akcja sprzedaży,126.04,297.96
20140331,424,424,421.5,421.5,39,1,proponowana akcja sprzedaży,125.3,296.2
20140401,432,432,425,425,12,-1,proponowana akcja kupna,155.34,580.34
20140402,425,425,425,425,23,-1,proponowana akcja kupna,155.34,580.34
20140403,421.1,421.1,421,421,311,1,proponowana akcja sprzedaży,125.15,295.85
20140404,422,422,422,422,16,1,proponowana akcja sprzedaży,125.45,296.55
20140407,421,421.1,421,421.1,104,1,proponowana akcja sprzedaży,125.18,295.92
20140408,421,421,421,421,71,1,proponowana akcja sprzedaży,125.15,295.85
20140409,422.05,423,422.05,423,47,-1,proponowana akcja kupna,154.61,577.61
20140410,423.5,430.7,423.5,430.7,61,-1,proponowana akcja kupna,157.42,588.12
20140411,430,430,429.95,429.95,29,-1,proponowana akcja kupna,157.15,587.1
20140414,425,425,422,422,17,1,proponowana akcja sprzedaży,125.45,296.55
20140415,420.5,420.5,420.5,420.5,3,1,proponowana akcja sprzedaży,125,295.5
20140416,419.3,420,419.3,420,28,1,proponowana akcja sprzedaży,124.85,295.15
20140417,420,420,420,420,1,1,proponowana akcja sprzedaży,124.85,295.15
20140422,429.5,429.5,429.5,429.5,1,-1,proponowana akcja kupna,156.98,586.48
20140423,425,425,420,420,16,1,proponowana akcja sprzedaży,124.85,295.15
20140424,420,420,420,420,14,1,proponowana akcja sprzedaży,124.85,295.15
20140425,420,420,420,420,35,1,proponowana akcja sprzedaży,124.85,295.15
20140429,421,422.5,421,422.5,13,-1,proponowana akcja kupna,154.42,576.92
20140430,427.5,429,427.5,429,13,-1,proponowana akcja kupna,156.8,585.8
20140505,429,429,429,429,158,-1,proponowana akcja kupna,156.8,585.8
20140506,419.85,419.85,418,418,55,1,proponowana akcja sprzedaży,124.26,293.74
20140507,418,418,416,416,94,1,proponowana akcja sprzedaży,123.66,292.34
20140508,416.9,416.9,416.9,416.9,25,1,proponowana akcja sprzedaży,123.93,292.97
20140509,416.75,416.75,416.55,416.55,4,1,proponowana akcja sprzedaży,123.83,292.72
20140512,414.45,414.45,410,410,41,1,proponowana akcja sprzedaży,121.88,288.12
20140513,405.1,405.1,405,405,203,1,proponowana akcja sprzedaży,120.39,284.61
20140514,399,399,394.8,394.8,93,1,proponowana akcja sprzedaży,117.36,277.44
20140515,390,390,387,387,200,1,proponowana akcja sprzedaży,115.04,271.96
20140516,387,387.55,387,387.55,77,1,proponowana akcja sprzedaży,115.2,272.35
20140519,387.55,395,387.55,395,49,1,proponowana akcja sprzedaży,117.42,277.58
20140520,397.5,400,397.5,400,77,1,proponowana akcja sprzedaży,118.91,281.09
20140521,395.55,396,395.55,396,13,1,proponowana akcja sprzedaży,117.72,278.28
20140522,395.55,395.55,395.55,395.55,18,1,proponowana akcja sprzedaży,117.58,277.97
20140523,400,400,400,400,22,-1,proponowana akcja kupna,146.2,546.2
20140526,400,400,399,399,49,1,proponowana akcja sprzedaży,118.61,280.39
20140527,398,398,397.5,397.5,48,1,proponowana akcja sprzedaży,118.16,279.34
20140528,395.6,395.6,395,395,71,1,proponowana akcja sprzedaży,117.42,277.58
20140529,393,393,393,393,3,1,proponowana akcja sprzedaży,116.82,276.18
20140530,393,393,393,393,22,1,proponowana akcja sprzedaży,116.82,276.18
20140602,391.9,391.9,391.9,391.9,14,1,proponowana akcja sprzedaży,116.5,275.4
20140603,393,393,393,393,17,1,proponowana akcja sprzedaży,116.82,276.18
20140605,393,393,393,393,23,1,proponowana akcja sprzedaży,116.82,276.18
20140606,393,393,391,391,15,1,proponowana akcja sprzedaży,116.23,274.77
20140609,391,391,391,391,3,1,proponowana akcja sprzedaży,116.23,274.77
20140610,390.95,390.95,390,390,51,1,proponowana akcja sprzedaży,115.93,274.07
20140611,390,390,390,390,18,1,proponowana akcja sprzedaży,115.93,274.07
20140612,389,389,389,389,27,1,proponowana akcja sprzedaży,115.64,273.36
20140613,387,387.5,387,387.5,18,1,proponowana akcja sprzedaży,115.19,272.31
20140616,388,388,388,388,8,1,proponowana akcja sprzedaży,115.34,272.66
20140617,387.5,387.5,386.5,386.5,16,1,proponowana akcja sprzedaży,114.89,271.61
20140618,388,388,385.5,385.5,37,1,proponowana akcja sprzedaży,114.6,270.9
20140620,385.1,385.2,385.1,385.2,38,1,proponowana akcja sprzedaży,114.51,270.69
20140623,380,380,378,378,60,1,proponowana akcja sprzedaży,112.37,265.63
20140624,378,378,369.9,369.9,106,1,proponowana akcja sprzedaży,109.96,259.94
20140625,370,370,370,370,104,1,proponowana akcja sprzedaży,109.99,260.01
20140626,370,370,368,368,27,1,proponowana akcja sprzedaży,109.39,258.61
20140627,365.5,365.5,365.5,365.5,3,1,proponowana akcja sprzedaży,108.65,256.85
20140630,380,380,380,380,110,-1,proponowana akcja kupna,138.89,518.89
20140701,368,375,368,375,4,1,proponowana akcja sprzedaży,111.47,263.53
20140702,375.5,380,373,373,51,1,proponowana akcja sprzedaży,110.88,262.12
20140703,373,379.9,373,379.9,23,-1,proponowana akcja kupna,138.85,518.75
20140704,375.05,379.85,375,379.5,13,-1,proponowana akcja kupna,138.71,518.21
20140707,379,379,375,375,13,1,proponowana akcja sprzedaży,111.47,263.53
20140708,376,379.9,375,375.1,40,1,proponowana akcja sprzedaży,111.5,263.6
20140709,375.15,378.95,375,375,27,1,proponowana akcja sprzedaży,111.47,263.53
20140710,375,375,366,369,52,1,proponowana akcja sprzedaży,109.69,259.31
20140711,369,375,369,375,29,-1,proponowana akcja kupna,137.06,512.06
20140714,375,375,366.1,366.1,19,1,proponowana akcja sprzedaży,108.83,257.27
20140715,366.15,370,366.15,370,55,1,proponowana akcja sprzedaży,109.99,260.01
20140716,376.95,376.95,367,376.8,47,-1,proponowana akcja kupna,137.72,514.52
20140717,368.05,376.95,368.05,376.95,30,-1,proponowana akcja kupna,137.78,514.73
20140718,376.55,376.55,376.55,376.55,14,-1,proponowana akcja kupna,137.63,514.18
20140722,370.05,375.95,367,370,114,1,proponowana akcja sprzedaży,109.99,260.01
20140723,370.05,374.95,370,372,26,1,proponowana akcja sprzedaży,110.58,261.42
20140724,372,374.95,368,368.2,94,1,proponowana akcja sprzedaży,109.45,258.75
20140725,368.25,371,368.25,368.25,115,1,proponowana akcja sprzedaży,109.47,258.78
20140728,370,371,368.2,371,61,1,proponowana akcja sprzedaży,110.28,260.72
20140729,368.25,371,365.5,371,218,1,proponowana akcja sprzedaży,110.28,260.72
20140730,367.5,371,367.5,370.95,22,1,proponowana akcja sprzedaży,110.27,260.68
20140731,370.05,374,366.05,374,469,-1,proponowana akcja kupna,136.7,510.7
20140801,375,385,370,370,61,1,proponowana akcja sprzedaży,109.99,260.01
20140804,370,376,370,375,14,-1,proponowana akcja kupna,137.06,512.06
20140805,375.9,375.9,373,373,13,-1,proponowana akcja kupna,136.33,509.33
20140806,375.9,375.9,369,372,519,1,proponowana akcja sprzedaży,110.58,261.42
20140807,369,369,369,369,15,1,proponowana akcja sprzedaży,109.69,259.31
20140808,365,369,365,367,132,1,proponowana akcja sprzedaży,109.1,257.9
20140811,367.1,375.5,365.15,375,122,-1,proponowana akcja kupna,137.06,512.06
20140812,377.5,377.5,363,375,155,-1,proponowana akcja kupna,137.06,512.06
20140813,375,375,374,374,55,-1,proponowana akcja kupna,136.7,510.7
20140814,374,374,371.5,371.5,11,1,proponowana akcja sprzedaży,110.43,261.07
20140818,375.5,377,375.5,377,18,-1,proponowana akcja kupna,137.79,514.79
20140819,375,377,375,375,102,-1,proponowana akcja kupna,137.06,512.06
20140820,371.55,374.75,370,374.75,60,-1,proponowana akcja kupna,136.97,511.72
20140821,372.75,375,370,371,483,1,proponowana akcja sprzedaży,110.28,260.72
20140822,370.5,374.95,370,374.95,225,-1,proponowana akcja kupna,137.04,511.99
20140826,374.95,380,374.95,380,68,-1,proponowana akcja kupna,138.89,518.89
20140827,385,386,374,374,121,1,proponowana akcja sprzedaży,111.18,262.82
20140828,385,385.05,385,385,58,-1,proponowana akcja kupna,140.72,525.72
20140829,378.15,389.5,378.15,389,29,-1,proponowana akcja kupna,142.18,531.18
20140901,380.05,389,380.05,389,10,-1,proponowana akcja kupna,142.18,531.18
20140902,389.5,392,389.5,392,102,-1,proponowana akcja kupna,143.28,535.28
20140903,379.05,381,379.05,379.3,46,1,proponowana akcja sprzedaży,112.75,266.55
20140904,389,394,389,394,101,-1,proponowana akcja kupna,144.01,538.01
20140909,391,394,389,389,151,-1,proponowana akcja kupna,142.18,531.18
20140910,389,395,389,395,18,-1,proponowana akcja kupna,144.37,539.37
20140911,384,384,384,384,5,1,proponowana akcja sprzedaży,114.15,269.85
20140912,394,394,385,394,47,-1,proponowana akcja kupna,144.01,538.01
20140915,394,394,383.95,392,354,-1,proponowana akcja kupna,143.28,535.28
20140916,387.05,387.85,386.05,386.05,42,1,proponowana akcja sprzedaży,114.76,271.29
20140917,386,386.05,386,386,24,1,proponowana akcja sprzedaży,114.74,271.26
20140919,383,394,383,394,84,-1,proponowana akcja kupna,144.01,538.01
20140923,398.2,398.2,390,391,160,-1,proponowana akcja kupna,142.91,533.91
20140925,391.5,391.5,391.5,391.5,1,-1,proponowana akcja kupna,143.09,534.59
20140926,391.8,394,391.8,394,30,-1,proponowana akcja kupna,144.01,538.01
20140929,395,395,394,394,8,-1,proponowana akcja kupna,144.01,538.01
20140930,393.5,393.5,393.5,393.5,21,-1,proponowana akcja kupna,143.82,537.32
20141001,394.5,394.5,394.5,394.5,1,-1,proponowana akcja kupna,144.19,538.69
20141002,394.5,394.95,384.15,384.5,34,1,proponowana akcja sprzedaży,114.3,270.2
20141003,386.05,394,386.05,394,50,-1,proponowana akcja kupna,144.01,538.01
20141006,394,394,385.5,385.5,92,1,proponowana akcja sprzedaży,114.6,270.9
20141007,392,393.3,371,371,671,1,proponowana akcja sprzedaży,110.28,260.72
20141008,391,394,385,385,503,1,proponowana akcja sprzedaży,114.45,270.55
20141009,385.15,389.45,385.15,389.45,22,-1,proponowana akcja kupna,142.34,531.79
20141013,389,394,389,392,260,-1,proponowana akcja kupna,143.28,535.28
20141014,394,396.95,394,396,11,-1,proponowana akcja kupna,144.74,540.74
20141015,394,394,392,392,56,-1,proponowana akcja kupna,143.28,535.28
20141016,392,392,392,392,8,-1,proponowana akcja kupna,143.28,535.28
20141017,392,392,386.05,389.2,353,1,proponowana akcja sprzedaży,115.7,273.5
20141020,394,394,394,394,20,-1,proponowana akcja kupna,144.01,538.01
20141021,387.5,392.25,386.5,392.25,16,-1,proponowana akcja kupna,143.37,535.62
20141022,393.95,393.95,382.1,391.95,58,-1,proponowana akcja kupna,143.26,535.21
20141023,391.5,396,391.5,396,102,-1,proponowana akcja kupna,144.74,540.74
20141024,386.5,386.5,386.5,386.5,1,1,proponowana akcja sprzedaży,114.89,271.61
20141027,397,398.5,383,397,286,-1,proponowana akcja kupna,145.1,542.1
20141028,397,397,388,388,13,1,proponowana akcja sprzedaży,115.34,272.66
20141029,390,390,388,388.3,18,1,proponowana akcja sprzedaży,115.43,272.87
20141030,392,392,392,392,13,-1,proponowana akcja kupna,143.28,535.28
20141031,393,394,392,392,192,-1,proponowana akcja kupna,143.28,535.28
20141103,394,394,385,385,40,1,proponowana akcja sprzedaży,114.45,270.55
20141104,393,393,393,393,1,-1,proponowana akcja kupna,143.64,536.64
20141105,393,398.5,392.6,392.6,114,-1,proponowana akcja kupna,143.5,536.1
20141106,397,397,395.95,395.95,50,-1,proponowana akcja kupna,144.72,540.67
