<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<SIGNAL>,<FACTOR>,<FEE>,<FINALPRICE>
20050811,505,505,505,505,38,1,proponowana akcja sprzedaży,150.12,354.88
20050812,508.5,509,508.5,509,105,-1,proponowana akcja kupna,186.04,695.04
20050816,505,505,500,500,1204,1,proponowana akcja sprzedaży,148.63,351.37
20050818,500.5,500.5,500.5,500.5,3,1,proponowana akcja sprzedaży,148.78,351.72
20050819,500.5,500.5,500,500,27,1,proponowana akcja sprzedaży,148.63,351.37
20050822,501,501,501,501,10,1,proponowana akcja sprzedaży,148.93,352.07
20050824,501,501,501,501,43,1,proponowana akcja sprzedaży,148.93,352.07
20050825,501,503.5,501,503.5,30,-1,proponowana akcja kupna,184.03,687.53
20050826,503,503,500,500,46,1,proponowana akcja sprzedaży,148.63,351.37
20050829,503,503,503,503,2,-1,proponowana akcja kupna,183.85,686.85
20050830,501,502,501,501,32,1,proponowana akcja sprzedaży,148.93,352.07
20050831,501,502,501,502,28,1,proponowana akcja sprzedaży,149.23,352.77
20050901,501,501.5,501,501.5,182,1,proponowana akcja sprzedaży,149.08,352.42
20050902,505,505,505,505,5,-1,proponowana akcja kupna,184.58,689.58
20050905,501.5,505,500,500,68,1,proponowana akcja sprzedaży,148.63,351.37
20050907,500,500,500,500,45,1,proponowana akcja sprzedaży,148.63,351.37
20050912,505,505,505,505,42,-1,proponowana akcja kupna,184.58,689.58
20050913,506,506,506,506,10,-1,proponowana akcja kupna,184.94,690.94
20050916,500.5,500.5,500,500,19,1,proponowana akcja sprzedaży,148.63,351.37
20050919,500,506,500,506,36,-1,proponowana akcja kupna,184.94,690.94
20050920,505,505,500.5,500.5,27,1,proponowana akcja sprzedaży,148.78,351.72
20050921,501,501,501,501,23,1,proponowana akcja sprzedaży,148.93,352.07
20050922,501,501,501,501,15,1,proponowana akcja sprzedaży,148.93,352.07
20050926,500,500,500,500,30,1,proponowana akcja sprzedaży,148.63,351.37
20050927,500,500,500,500,25,1,proponowana akcja sprzedaży,148.63,351.37
20050928,500,500,500,500,29,1,proponowana akcja sprzedaży,148.63,351.37
20050929,504,510,504,510,249,-1,proponowana akcja kupna,186.41,696.41
20050930,515,515,510,515,13,-1,proponowana akcja kupna,188.23,703.23
20051003,505,520,505,520,35,-1,proponowana akcja kupna,190.06,710.06
20051004,518,518,500,500,74,1,proponowana akcja sprzedaży,148.63,351.37
20051005,505,505,505,505,19,1,proponowana akcja sprzedaży,150.12,354.88
20051006,500.5,500.5,500,500,12,1,proponowana akcja sprzedaży,148.63,351.37
20051007,500,500,500,500,5,1,proponowana akcja sprzedaży,148.63,351.37
20051010,500,500,500,500,5,1,proponowana akcja sprzedaży,148.63,351.37
20051011,515,515,515,515,1,-1,proponowana akcja kupna,188.23,703.23
20051013,499,499,496,496,5,1,proponowana akcja sprzedaży,147.44,348.56
20051014,496,513,496,513,11,-1,proponowana akcja kupna,187.5,700.5
20051017,513,513,502,502,31,1,proponowana akcja sprzedaży,149.23,352.77
20051018,501,501,501,501,10,1,proponowana akcja sprzedaży,148.93,352.07
20051019,502,502,500,501,3,1,proponowana akcja sprzedaży,148.93,352.07
20051020,503,504,503,503,15,1,proponowana akcja sprzedaży,149.52,353.48
20051021,510,510,500,500,232,1,proponowana akcja sprzedaży,148.63,351.37
20051024,500,500,498,500,21,1,proponowana akcja sprzedaży,148.63,351.37
20051025,500,500,500,500,4,1,proponowana akcja sprzedaży,148.63,351.37
20051026,497.5,497.5,495,495,26,1,proponowana akcja sprzedaży,147.15,347.85
20051027,490,490,490,490,18,1,proponowana akcja sprzedaży,145.66,344.34
20051028,475,490,452,490,31,1,proponowana akcja sprzedaży,145.66,344.34
20051102,490,490,490,490,1,1,proponowana akcja sprzedaży,145.66,344.34
20051103,486,486,479,480,888,1,proponowana akcja sprzedaży,142.69,337.31
20051104,490,490,490,490,10,1,proponowana akcja sprzedaży,145.66,344.34
20051108,490,490,490,490,5,1,proponowana akcja sprzedaży,145.66,344.34
20051109,491,495,490,495,18,-1,proponowana akcja kupna,180.92,675.92
20051110,499,499,485,485,30,1,proponowana akcja sprzedaży,144.17,340.83
20051114,485,485.5,485,485.5,3,1,proponowana akcja sprzedaży,144.32,341.18
20051115,485.5,485.5,485.5,485.5,1,1,proponowana akcja sprzedaży,144.32,341.18
20051116,485.5,485.5,485,485,24,1,proponowana akcja sprzedaży,144.17,340.83
20051117,490,490,490,490,3,-1,proponowana akcja kupna,179.1,669.1
20051118,485,485,485,485,58,1,proponowana akcja sprzedaży,144.17,340.83
20051121,485,485,485,485,5,1,proponowana akcja sprzedaży,144.17,340.83
20051122,485,485,481.5,481.5,18,1,proponowana akcja sprzedaży,143.13,338.37
20051123,480,480,478,480,54,1,proponowana akcja sprzedaży,142.69,337.31
20051124,484.5,489.5,484.5,489.5,431,-1,proponowana akcja kupna,178.91,668.41
20051125,489,500,485,485,408,1,proponowana akcja sprzedaży,144.17,340.83
20051128,485,485,485,485,1,1,proponowana akcja sprzedaży,144.17,340.83
20051129,482,500,482,490,364,-1,proponowana akcja kupna,179.1,669.1
20051201,490,490,490,490,34,-1,proponowana akcja kupna,179.1,669.1
20051202,500,500,500,500,1,-1,proponowana akcja kupna,182.75,682.75
20051205,500,507,498,507,50,-1,proponowana akcja kupna,185.31,692.31
20051206,507,507,490,490,77,1,proponowana akcja sprzedaży,145.66,344.34
20051207,494.5,494.5,490,490,19,1,proponowana akcja sprzedaży,145.66,344.34
20051208,503.5,503.5,491,492,35,-1,proponowana akcja kupna,179.83,671.83
20051209,489,490,485,485,111,1,proponowana akcja sprzedaży,144.17,340.83
20051213,485,485,485,485,181,1,proponowana akcja sprzedaży,144.17,340.83
20051214,485,485,485,485,3,1,proponowana akcja sprzedaży,144.17,340.83
20051215,485,485,480.5,480.5,1045,1,proponowana akcja sprzedaży,142.84,337.66
20051216,485,485,478,478,83,1,proponowana akcja sprzedaży,142.09,335.91
20051219,485,485,485,485,3,1,proponowana akcja sprzedaży,144.17,340.83
20051220,484.5,485,480,484.5,77,1,proponowana akcja sprzedaży,144.02,340.48
20051221,482,482,480,480,34,1,proponowana akcja sprzedaży,142.69,337.31
20051222,481,481,480,480,38,1,proponowana akcja sprzedaży,142.69,337.31
20051223,484.5,485,484.5,485,427,-1,proponowana akcja kupna,177.27,662.27
20051227,494,495,485,485,66,-1,proponowana akcja kupna,177.27,662.27
20051228,485,485,480,485,45,-1,proponowana akcja kupna,177.27,662.27
20051230,481,485,481,484.5,16,-1,proponowana akcja kupna,177.09,661.59
20060102,485,485,485,485,3,-1,proponowana akcja kupna,177.27,662.27
20060103,484,484,480.5,480.5,3,1,proponowana akcja sprzedaży,142.84,337.66
20060104,484,487,484,485,14,-1,proponowana akcja kupna,177.27,662.27
20060105,484,484,480,481,23,1,proponowana akcja sprzedaży,142.98,338.02
20060106,481,485,480,485,11,-1,proponowana akcja kupna,177.27,662.27
20060109,485,485,481,481,64,1,proponowana akcja sprzedaży,142.98,338.02
20060110,480.5,481,480.5,480.5,14,1,proponowana akcja sprzedaży,142.84,337.66
20060111,485,485,485,485,12,-1,proponowana akcja kupna,177.27,662.27
20060112,485,486,480,482,105,1,proponowana akcja sprzedaży,143.28,338.72
20060116,481,481,477,477,37,1,proponowana akcja sprzedaży,141.79,335.21
20060117,477,477,477,477,10,1,proponowana akcja sprzedaży,141.79,335.21
20060118,479,480.5,479,479,42,1,proponowana akcja sprzedaży,142.39,336.61
20060119,482,482,482,482,271,-1,proponowana akcja kupna,176.17,658.17
20060120,485,487,476,485,175,-1,proponowana akcja kupna,177.27,662.27
20060123,485,488,485,485,18,-1,proponowana akcja kupna,177.27,662.27
20060124,485,485,470,475,76,1,proponowana akcja sprzedaży,141.2,333.8
20060125,486,486,486,486,3,-1,proponowana akcja kupna,177.63,663.63
20060126,486.5,486.5,485,486,115,-1,proponowana akcja kupna,177.63,663.63
20060127,481,481,475,475,20,1,proponowana akcja sprzedaży,141.2,333.8
20060130,480,480,476.5,476.5,10,1,proponowana akcja sprzedaży,141.65,334.85
20060131,476,476,475,475,77,1,proponowana akcja sprzedaży,141.2,333.8
20060201,476,476,475,475,122,1,proponowana akcja sprzedaży,141.2,333.8
20060202,475,475.5,475,475,1159,1,proponowana akcja sprzedaży,141.2,333.8
20060203,473,475,473,473,28,1,proponowana akcja sprzedaży,140.61,332.39
20060206,483.5,483.5,483.5,483.5,1,-1,proponowana akcja kupna,176.72,660.22
20060207,471.5,479.5,471.5,473,29,1,proponowana akcja sprzedaży,140.61,332.39
20060208,480,480,470,476,296,1,proponowana akcja sprzedaży,141.5,334.5
20060209,480,485,474,484,108,-1,proponowana akcja kupna,176.9,660.9
20060210,475,480,473,480,97,-1,proponowana akcja kupna,175.44,655.44
20060213,474,480,473,480,236,-1,proponowana akcja kupna,175.44,655.44
20060214,471,471,460,460,30,1,proponowana akcja sprzedaży,136.74,323.26
20060215,480,482.5,465,465,34,1,proponowana akcja sprzedaży,138.23,326.77
20060216,469,469,469,469,6,1,proponowana akcja sprzedaży,139.42,329.58
20060217,465.5,478.5,465,478.5,61,-1,proponowana akcja kupna,174.89,653.39
20060220,478.5,478.5,464.5,464.5,204,1,proponowana akcja sprzedaży,138.08,326.42
20060221,466,476,464.5,476,154,-1,proponowana akcja kupna,173.98,649.98
20060222,479.5,483.5,476,479.5,1556,-1,proponowana akcja kupna,175.26,654.76
20060223,481.5,483.5,479,479,925,-1,proponowana akcja kupna,175.08,654.08
20060224,482,482,478,478,642,-1,proponowana akcja kupna,174.71,652.71
20060227,483.5,483.5,474,474,979,1,proponowana akcja sprzedaży,140.9,333.1
20060228,475,477,470,470.5,700,1,proponowana akcja sprzedaży,139.86,330.64
20060301,476.5,492,475,478.5,565,-1,proponowana akcja kupna,174.89,653.39
20060302,479,479,474,477.5,75,-1,proponowana akcja kupna,174.53,652.03
20060303,478.5,479,474.5,474.5,205,1,proponowana akcja sprzedaży,141.05,333.45
20060306,475.5,476.5,470,472,456,1,proponowana akcja sprzedaży,140.31,331.69
20060307,480,485,472,484.5,3259,-1,proponowana akcja kupna,177.09,661.59
20060308,483,487,481,483.5,286,-1,proponowana akcja kupna,176.72,660.22
20060309,484.5,486,483,483,66,-1,proponowana akcja kupna,176.54,659.54
20060310,484,489.5,484,489.5,209,-1,proponowana akcja kupna,178.91,668.41
20060313,488,495,482,493,416,-1,proponowana akcja kupna,180.19,673.19
20060314,494.5,496,493,496,71,-1,proponowana akcja kupna,181.29,677.29
20060315,499,500,497,500,128,-1,proponowana akcja kupna,182.75,682.75
20060316,504,505,500,500,107,-1,proponowana akcja kupna,182.75,682.75
20060317,500,501,495,498,66,-1,proponowana akcja kupna,182.02,680.02
20060320,496.5,500,496.5,500,816,-1,proponowana akcja kupna,182.75,682.75
20060321,500,500,499.5,500,1931,-1,proponowana akcja kupna,182.75,682.75
20060322,503,503,500,500,30,-1,proponowana akcja kupna,182.75,682.75
20060323,499.5,504,499,504,34,-1,proponowana akcja kupna,184.21,688.21
20060324,504,505,504,504,245,-1,proponowana akcja kupna,184.21,688.21
20060327,502.5,505,500,505,25,-1,proponowana akcja kupna,184.58,689.58
20060328,505,510,505,507,188,-1,proponowana akcja kupna,185.31,692.31
20060329,510,514,508,514,81,-1,proponowana akcja kupna,187.87,701.87
20060330,510,512.5,506.5,508,44,-1,proponowana akcja kupna,185.67,693.67
20060331,509,510,508,510,89,-1,proponowana akcja kupna,186.41,696.41
20060403,510,510,509,509,17,-1,proponowana akcja kupna,186.04,695.04
20060404,510,515,510,515,106,-1,proponowana akcja kupna,188.23,703.23
20060405,517,526,517,526,251,-1,proponowana akcja kupna,192.25,718.25
20060406,530,540,529,539,415,-1,proponowana akcja kupna,197.01,736.01
20060407,543,547,540.5,545,336,-1,proponowana akcja kupna,199.2,744.2
20060410,547,548,530.5,540,96,-1,proponowana akcja kupna,197.37,737.37
20060411,540,541,533.5,541,142,-1,proponowana akcja kupna,197.74,738.74
20060412,540.5,541,538,541,249,-1,proponowana akcja kupna,197.74,738.74
20060413,539,541,536,540.5,285,-1,proponowana akcja kupna,197.55,738.05
20060418,536,542,536,542,973,-1,proponowana akcja kupna,198.1,740.1
20060419,523,523,505,512.5,655,1,proponowana akcja sprzedaży,152.35,360.15
20060420,515,515,512,512.5,687,1,proponowana akcja sprzedaży,152.35,360.15
20060421,509.5,515,509,515,401,1,proponowana akcja sprzedaży,153.09,361.91
20060424,513.5,513.5,490,496,458,1,proponowana akcja sprzedaży,147.44,348.56
20060425,501.5,501.5,490,496,79,1,proponowana akcja sprzedaży,147.44,348.56
20060426,494.5,494.5,489,490,254,1,proponowana akcja sprzedaży,145.66,344.34
20060427,492,494.5,488,488,170,1,proponowana akcja sprzedaży,145.06,342.94
20060428,488,488,480.5,481,180,1,proponowana akcja sprzedaży,142.98,338.02
20060502,481,481,480,480.5,49,1,proponowana akcja sprzedaży,142.84,337.66
20060504,480,480,476.5,480,170,1,proponowana akcja sprzedaży,142.69,337.31
20060505,482,492,482,490,225,1,proponowana akcja sprzedaży,145.66,344.34
20060508,492.5,498,490,498,126,-1,proponowana akcja kupna,182.02,680.02
20060509,500,500,499,499,573,-1,proponowana akcja kupna,182.39,681.39
20060510,500,500,484,490,245,1,proponowana akcja sprzedaży,145.66,344.34
20060511,490,498,490,490,63,1,proponowana akcja sprzedaży,145.66,344.34
20060512,498,498,498,498,38,-1,proponowana akcja kupna,182.02,680.02
20060515,490,490,481,481,175,1,proponowana akcja sprzedaży,142.98,338.02
20060516,481,485,477,477,74,1,proponowana akcja sprzedaży,141.79,335.21
20060517,478,484.5,478,483.5,152,1,proponowana akcja sprzedaży,143.73,339.77
20060518,487.5,487.5,480,484,21,1,proponowana akcja sprzedaży,143.88,340.12
20060519,485,485,485,485,1,1,proponowana akcja sprzedaży,144.17,340.83
20060522,484,484,470,470,134,1,proponowana akcja sprzedaży,139.71,330.29
20060523,467,467,450,461,187,1,proponowana akcja sprzedaży,137.04,323.96
20060524,462,465,455,461.5,46,1,proponowana akcja sprzedaży,137.19,324.31
20060525,451.5,455,451.5,455,15,1,proponowana akcja sprzedaży,135.26,319.74
20060526,460,467,460,460,77,1,proponowana akcja sprzedaży,136.74,323.26
20060529,460,474,460,474,54,-1,proponowana akcja kupna,173.25,647.25
20060530,474,474,470,473,28,-1,proponowana akcja kupna,172.88,645.88
20060531,461,473.5,461,473.5,100,-1,proponowana akcja kupna,173.07,646.57
20060601,468,476.5,465,465,65,1,proponowana akcja sprzedaży,138.23,326.77
20060602,465.5,468,465.5,468,31,1,proponowana akcja sprzedaży,139.12,328.88
20060605,474,474,460,473.5,41,-1,proponowana akcja kupna,173.07,646.57
20060606,470,470,470,470,3,1,proponowana akcja sprzedaży,139.71,330.29
20060607,460,465,460,462.5,140,1,proponowana akcja sprzedaży,137.48,325.02
20060608,460.5,460.5,460,460,52,1,proponowana akcja sprzedaży,136.74,323.26
20060609,458,458,456.5,456.5,7,1,proponowana akcja sprzedaży,135.7,320.8
20060612,460,460,455,455,70,1,proponowana akcja sprzedaży,135.26,319.74
20060613,450,450,430,445,288,1,proponowana akcja sprzedaży,132.28,312.72
20060614,440,452,437,452,108,1,proponowana akcja sprzedaży,134.36,317.64
20060616,464.5,465,455,460,10,-1,proponowana akcja kupna,168.13,628.13
20060619,469.5,469.5,458,458,2,1,proponowana akcja sprzedaży,136.15,321.85
20060620,462,465,455,465,62,-1,proponowana akcja kupna,169.96,634.96
20060621,464.5,464.5,464.5,464.5,2,-1,proponowana akcja kupna,169.78,634.28
20060622,465,465,456,456,50,1,proponowana akcja sprzedaży,135.55,320.45
20060623,458,458,455,455,25,1,proponowana akcja sprzedaży,135.26,319.74
20060626,455,455,451,451,13,1,proponowana akcja sprzedaży,134.07,316.93
20060627,452,452,448.5,448.5,45,1,proponowana akcja sprzedaży,133.32,315.18
20060628,450,450,446,447,68,1,proponowana akcja sprzedaży,132.88,314.12
20060629,450,454,447,454,58,1,proponowana akcja sprzedaży,134.96,319.04
20060630,457,464,450,464,65,-1,proponowana akcja kupna,169.59,633.59
20060703,455,455,455,455,41,1,proponowana akcja sprzedaży,135.26,319.74
20060704,464.5,464.5,454.5,460.5,50,-1,proponowana akcja kupna,168.31,628.81
20060705,461,461,461,461,3,-1,proponowana akcja kupna,168.5,629.5
20060706,461,461.5,461,461,18,-1,proponowana akcja kupna,168.5,629.5
20060710,464.5,465,464.5,465,87,-1,proponowana akcja kupna,169.96,634.96
20060711,470,470,466,466,50,-1,proponowana akcja kupna,170.32,636.32
20060712,466,466,466,466,1,-1,proponowana akcja kupna,170.32,636.32
20060713,469,469,466,466,26,-1,proponowana akcja kupna,170.32,636.32
20060714,466,470,466,470,56,-1,proponowana akcja kupna,171.79,641.79
20060717,468,474,465,474,28,-1,proponowana akcja kupna,173.25,647.25
20060718,474,480,474,480,100,-1,proponowana akcja kupna,175.44,655.44
20060719,485,489,485,489,43,-1,proponowana akcja kupna,178.73,667.73
20060720,490,490,485,485,28,-1,proponowana akcja kupna,177.27,662.27
20060721,488,490,485,490,55,-1,proponowana akcja kupna,179.1,669.1
20060724,490,494.5,482,494.5,180,-1,proponowana akcja kupna,180.74,675.24
20060725,495,500,495,500,370,-1,proponowana akcja kupna,182.75,682.75
20060726,492,498,492,498,143,-1,proponowana akcja kupna,182.02,680.02
20060727,498,500,498,500,69,-1,proponowana akcja kupna,182.75,682.75
20060728,500,503,499.5,503,488,-1,proponowana akcja kupna,183.85,686.85
20060731,505,505,498,498,367,-1,proponowana akcja kupna,182.02,680.02
20060801,501,501,494,496,64,-1,proponowana akcja kupna,181.29,677.29
20060802,495,495,487,487,118,1,proponowana akcja sprzedaży,144.77,342.23
20060803,489.5,489.5,486,486,58,1,proponowana akcja sprzedaży,144.47,341.53
20060804,482,482,479,480,142,1,proponowana akcja sprzedaży,142.69,337.31
20060807,485,485,485,485,10,1,proponowana akcja sprzedaży,144.17,340.83
20060808,485,490,484,484,100,1,proponowana akcja sprzedaży,143.88,340.12
20060809,488,495,488,495,59,-1,proponowana akcja kupna,180.92,675.92
20060810,496,496,485.5,485.5,16,1,proponowana akcja sprzedaży,144.32,341.18
20060811,486,486,480,480,18,1,proponowana akcja sprzedaży,142.69,337.31
20060814,483,484,482,482,16,1,proponowana akcja sprzedaży,143.28,338.72
20060816,490,491.5,481.5,481.5,138,1,proponowana akcja sprzedaży,143.13,338.37
20060818,485,500,481.5,500,114,-1,proponowana akcja kupna,182.75,682.75
20060821,500,500,490,490,11,-1,proponowana akcja kupna,179.1,669.1
20060822,499,499,495,495,5,-1,proponowana akcja kupna,180.92,675.92
20060823,494.5,495,486.5,486.5,9,1,proponowana akcja sprzedaży,144.62,341.88
20060824,487,489.5,487,489.5,22,-1,proponowana akcja kupna,178.91,668.41
20060825,495,495,493,495,51,-1,proponowana akcja kupna,180.92,675.92
20060828,481.5,494.5,481.5,494.5,35,-1,proponowana akcja kupna,180.74,675.24
20060829,485,495,484,484,93,1,proponowana akcja sprzedaży,143.88,340.12
20060830,484.5,489,484.5,488,18,1,proponowana akcja sprzedaży,145.06,342.94
20060831,484.5,484.5,484.5,484.5,10,1,proponowana akcja sprzedaży,144.02,340.48
20060901,484,484,480,480,73,1,proponowana akcja sprzedaży,142.69,337.31
20060904,481,482,480,482,43,1,proponowana akcja sprzedaży,143.28,338.72
20060905,480,480,475,475,40,1,proponowana akcja sprzedaży,141.2,333.8
20060906,480,480,477.5,477.5,37,1,proponowana akcja sprzedaży,141.94,335.56
20060907,476,480,475.5,480,106,1,proponowana akcja sprzedaży,142.69,337.31
20060908,483,483,483,483,17,-1,proponowana akcja kupna,176.54,659.54
20060911,483,483,481.9,481.9,5,1,proponowana akcja sprzedaży,143.25,338.65
